APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T4,Independent,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,1M-5M,1051162,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1240,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,34491,0
T3,Independent,C2000,Preservation,Association,0,5000,1
T4,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,1M-5M,1611077,0
T6,Independent,C2000,ProductDev,Trust,25000-99999,43311,1
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Association,50M+,57256542,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1270,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C4000,Heathcare,Trust,25000-99999,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T9,Independent,C1000,ProductDev,Co-operative,100000-499999,171274,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,0
T2,Independent,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T4,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,10000-24999,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T9,Independent,C1000,ProductDev,Co-operative,10M-50M,54335118,1
T9,Independent,C1000,ProductDev,Trust,10000-24999,276614,1
T3,Independent,C7100,Preservation,Co-operative,0,325134,1
T13,Independent,C1000,Preservation,Co-operative,0,5000,1
T9,Independent,C1000,ProductDev,Trust,10M-50M,5453651,1
T3,Independent,C1000,Preservation,Trust,25000-99999,19064,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Co-operative,100000-499999,458223,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Co-operative,0,5000,1
T9,Independent,C1000,ProductDev,Co-operative,1M-5M,851878,1
T3,Independent,C1000,Preservation,Co-operative,0,5000,0
T8,Independent,C1000,Preservation,Association,0,5000,0
T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
T4,CompanySponsored,C3000,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,Preservation,Association,100000-499999,325240,1
T4,CompanySponsored,C3000,Preservation,Association,10000-24999,11722,0
T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,0,5000,0
T7,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,1M-5M,3155393,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T4,Independent,C3000,ProductDev,Association,0,5000,0
T5,Independent,C2000,ProductDev,Trust,0,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,1-9999,5000,1
T4,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,Family/Parent,C2000,Preservation,Trust,1M-5M,999468,0
T3,CompanySponsored,C2000,Preservation,Trust,1M-5M,806541,1
T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,564796,0
T3,CompanySponsored,C2000,Preservation,Trust,100000-499999,330849,1
T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,1435824,1
T3,CompanySponsored,C2000,Preservation,Trust,100000-499999,1109917,1
T3,CompanySponsored,C2000,Preservation,Trust,1M-5M,4127910,0
T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,100000-499999,387363,0
T3,CompanySponsored,C1000,Preservation,Association,25000-99999,2719198,0
T4,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T4,CompanySponsored,C3000,Preservation,Association,0,5000,1
T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,135815,1
T3,Independent,C1000,Preservation,Trust,100000-499999,1262664,0
T3,Independent,C1000,Preservation,Trust,100000-499999,1773429,0
T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
T4,CompanySponsored,C3000,Preservation,Trust,0,5000,0
T4,CompanySponsored,C3000,Preservation,Trust,0,5000,0
T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,1-9999,351035,1
T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T7,Independent,C1000,ProductDev,Association,0,5000,0
T7,Independent,C1000,ProductDev,Association,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,100000-499999,7616,0
T3,Independent,C1000,Preservation,Trust,1-9999,659630,0
T3,Independent,C1000,Preservation,Trust,1M-5M,2107288,1
T3,Family/Parent,C1000,Preservation,Trust,1M-5M,333724,1
T3,Independent,C1000,Preservation,Trust,25000-99999,4747588,1
T3,Independent,C2000,Preservation,Trust,25000-99999,48870,1
T3,Independent,C2000,Preservation,Trust,100000-499999,133022,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Co-operative,100000-499999,1516270,1
T3,Independent,C2000,Preservation,Trust,100000-499999,796584,1
T3,Independent,C1000,Preservation,Trust,1M-5M,1124157,1
T3,Independent,C1000,Preservation,Trust,25000-99999,19197,1
T3,Independent,C1000,Preservation,Trust,25000-99999,660655,0
T3,Independent,C1000,Preservation,Trust,100000-499999,4269807,0
T3,Independent,C1000,Preservation,Trust,100000-499999,3129743,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,204604,0
T3,Independent,C2700,Preservation,Trust,100000-499999,56200,1
T3,Independent,C1000,Preservation,Trust,25000-99999,12640,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,11118,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,100000-499999,229196,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,14460,1
T3,Independent,C1000,Preservation,Trust,100000-499999,2257971,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,166372,0
T3,Independent,C1000,Preservation,Co-operative,1M-5M,9617936,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,50474,1
T7,Independent,C1000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T7,Family/Parent,C1000,ProductDev,Trust,100000-499999,345579,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,107397,0
T7,Independent,C1000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,7315,1
T3,Independent,C2000,Preservation,Trust,25000-99999,15747,0
T3,Independent,C1500,Preservation,Association,25000-99999,5000,0
T13,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,335925,1
T3,Independent,C1000,Preservation,Trust,25000-99999,99053,1
T19,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,553034,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,5059198,0
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,996155,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,2840284,0
T3,Family/Parent,C1000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,524359,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C8210,Preservation,Trust,100000-499999,25990,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,10M-50M,3262684,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,385679,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,250368,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,34485,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,25000-99999,519543,1
T6,Independent,C3000,ProductDev,Trust,0,5000,1
T13,Independent,C2000,Preservation,Trust,0,5000,0
T6,Independent,C3000,ProductDev,Trust,5M-10M,2081195,0
T3,Independent,C1000,Preservation,Trust,100000-499999,3104525,0
T3,Independent,C1200,Preservation,Trust,100000-499999,141172,0
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,3430319,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,166689,1
T3,Independent,C1000,Preservation,Trust,100000-499999,63702,1
T3,Independent,C7100,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,243197,0
T3,Independent,C1000,Preservation,Trust,100000-499999,226318,1
T4,Independent,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,Independent,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1300,Preservation,Trust,25000-99999,12726,0
T3,Independent,C2000,Preservation,Trust,10000-24999,5000,1
T3,Independent,C2100,Preservation,Trust,50M+,5803368,0
T3,Independent,C1000,Preservation,Trust,100000-499999,198444,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,117649,1
T3,Independent,C1200,Preservation,Trust,1M-5M,253452,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,100000-499999,2160695,0
T3,Independent,C1000,Preservation,Trust,25000-99999,10727,1
T3,Independent,C7000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Family/Parent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,146656,0
T3,Independent,C1000,Preservation,Trust,1-9999,33688,0
T3,Independent,C1000,Preservation,Trust,25000-99999,18850,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C2100,Preservation,Trust,25000-99999,159597,1
T3,Independent,C7200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,11597,1
T3,Independent,C1000,Preservation,Trust,10000-24999,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,63981,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,1M-5M,3395747,0
T3,Independent,C1000,Preservation,Trust,25000-99999,48660,1
T6,CompanySponsored,C2000,CommunityServ,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T4,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,2152004,1
T3,CompanySponsored,C2800,Preservation,Trust,0,5000,0
T5,Independent,C3000,ProductDev,Association,25000-99999,84319,1
T3,Independent,C1000,Preservation,Trust,1M-5M,44947,1
T4,Independent,C3000,ProductDev,Trust,100000-499999,35040,1
T3,CompanySponsored,C1000,Preservation,Trust,1-9999,245887,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,100000-499999,706128,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,1M-5M,1811492,0
T3,Independent,C2000,Preservation,Trust,25000-99999,53232,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T6,Independent,C2000,ProductDev,Trust,25000-99999,5000,1
T3,Independent,C1200,Preservation,Corporation,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,9737,1
T3,Independent,C1000,Preservation,Corporation,100000-499999,480712,1
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,14798,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,55568,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,7248,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
